"ITANHAEM","2015-11-06 00:00:00","2015-11-06 00:00:00"
"VIAMAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CURITIBA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ANGRA DOS REIS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CARAA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"OSORIO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAMAQUA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO VICENTE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"FARROUPILHA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BARRA DO RIBEIRO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARANAGUA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ITARIRI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ESTRELA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SETE BARRAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO LEOPOLDO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GUAIBA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"REGISTRO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TORRES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CACAPAVA DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NITEROI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"FLORIANOPOLIS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MANICORE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MANAQUIRI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MANACAPURU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"HUMAITA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BORBA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ITACOATIARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"URUCARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MANAUS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BERURI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAREIRO DA VARZEA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"RIO PRETO DA EVA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AUTAZES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NOVO ARIPUANA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ANAMA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAREIRO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IRANDUBA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ARAME","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BARRA DO CORDA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AMARANTE DO MARANHAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NOVA OLINDA DO MARANHAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BOM JESUS DAS SELVAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GRAJAU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JENIPAPO DOS VIEIRAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MONTES ALTOS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ITAIPAVA DO GRAJAU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"FERNANDO FALCAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BOM JARDIM","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ZE DOCA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO JOAO DO CARU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MARANHAOZINHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ARAGUANA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ALTO ALEGRE DO PINDARE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AMAMBAI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TACURU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"DOURADINA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MIRANDA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARANHOS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ROCHEDO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"DOURADOS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AQUIDAUANA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAMPO GRANDE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SIDROLANDIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ANTONIO JOAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PONTA PORA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MARACAJU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PORTO MURTINHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JAPORA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BELA VISTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SETE QUEDAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"DOIS IRMAOS DO BURITI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JUTI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GUIA LOPES DA LAGUNA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ARAL MOREIRA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NIOAQUE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IGUATEMI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LAGUNA CARAPA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CORUMBA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CORONEL SAPUCAIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAARAPO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BRASILANDIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ANASTACIO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ELDORADO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TAPAUA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LABREA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CANUTAMA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TEFE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JUTAI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"IPIXUNA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MARAA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"EIRUNEPE","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ALVARAES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"FONTE BOA","2015-11-06 00:00:00","2015-11-06 00:00:00"
